DetectionLatitude,DetectionLongitude,UniqueFlightId,SensorTime,DroneType,DroneId
37.83115332165855,-122.38871954811748,8,2024-05-04 00:00:40,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831164981717635,-122.38807701363602,8,2024-05-04 00:00:41,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831172061387335,-122.38744502070654,8,2024-05-04 00:00:42,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83117456066767,-122.38682356932907,8,2024-05-04 00:00:43,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831172479558596,-122.38621265950353,8,2024-05-04 00:00:44,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83116581806016,-122.38561229123003,8,2024-05-04 00:00:45,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831154576172324,-122.38502246450847,8,2024-05-04 00:00:46,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831138753895104,-122.3844431793389,8,2024-05-04 00:00:47,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83111835122851,-122.38387443572132,8,2024-05-04 00:00:48,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831093368172525,-122.3833162336557,8,2024-05-04 00:00:49,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83106380472715,-122.38276857314209,8,2024-05-04 00:00:50,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.831029660892405,-122.38223145418046,8,2024-05-04 00:00:51,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83099093666827,-122.3817048767708,8,2024-05-04 00:00:52,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83094763205475,-122.38118884091313,8,2024-05-04 00:00:53,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83089974705184,-122.38068334660738,8,2024-05-04 00:00:54,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83084728165956,-122.3801883938537,8,2024-05-04 00:00:55,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83079023587788,-122.37970398265195,8,2024-05-04 00:00:56,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.830728609706824,-122.3792301130022,8,2024-05-04 00:00:57,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83066240314639,-122.37876678490443,8,2024-05-04 00:00:58,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83059161619656,-122.37831399835862,8,2024-05-04 00:00:59,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83051624885736,-122.37787175336483,8,2024-05-04 00:01:00,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83043630112876,-122.37744004992298,8,2024-05-04 00:01:01,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83035177301079,-122.37701888803313,8,2024-05-04 00:01:02,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.83026266450343,-122.37660826769527,8,2024-05-04 00:01:03,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.830168975606675,-122.37620818890936,8,2024-05-04 00:01:04,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.830070706320555,-122.37581865167547,8,2024-05-04 00:01:05,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.829967856645034,-122.37543965599353,8,2024-05-04 00:01:06,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82986042658014,-122.37507120186358,8,2024-05-04 00:01:07,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82974841612586,-122.37471328928564,8,2024-05-04 00:01:08,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.829631825282185,-122.37436591825963,8,2024-05-04 00:01:09,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.829510654049145,-122.37402908878565,8,2024-05-04 00:01:10,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82938490242671,-122.37370280086361,8,2024-05-04 00:01:11,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82925457041489,-122.37338705449358,8,2024-05-04 00:01:12,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82911965801369,-122.37308184967553,8,2024-05-04 00:01:13,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.8289801652231,-122.37278718640941,8,2024-05-04 00:01:14,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82883609204314,-122.37250306469535,8,2024-05-04 00:01:15,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82868743847378,-122.37222948453322,8,2024-05-04 00:01:16,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82853420451504,-122.37196644592308,8,2024-05-04 00:01:17,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.828376390166916,-122.37171394886492,8,2024-05-04 00:01:18,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82821399542941,-122.37147199335874,8,2024-05-04 00:01:19,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82804702030252,-122.37124057940458,8,2024-05-04 00:01:20,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.827875464786246,-122.37101970700235,8,2024-05-04 00:01:21,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.827699328880584,-122.37080937615212,8,2024-05-04 00:01:22,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82751861258554,-122.37060958685386,8,2024-05-04 00:01:23,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.827333315901114,-122.37042033910758,8,2024-05-04 00:01:24,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82714343882731,-122.37024163291332,8,2024-05-04 00:01:25,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.826948981364104,-122.370073468271,8,2024-05-04 00:01:26,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82674994351153,-122.36991584518067,8,2024-05-04 00:01:27,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82654632526957,-122.36976876364233,8,2024-05-04 00:01:28,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82633812663821,-122.36963222365596,8,2024-05-04 00:01:29,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82612534761749,-122.3695062252216,8,2024-05-04 00:01:30,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82590798820737,-122.36939076833919,8,2024-05-04 00:01:31,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82568604840787,-122.36928585300876,8,2024-05-04 00:01:32,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.825459528218985,-122.36919147923032,8,2024-05-04 00:01:33,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82522842764071,-122.36910764700386,8,2024-05-04 00:01:34,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82499274667307,-122.3690343563294,8,2024-05-04 00:01:35,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82475248531603,-122.36897160720689,8,2024-05-04 00:01:36,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82450764356961,-122.36891939963638,8,2024-05-04 00:01:37,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.8242582214338,-122.36887773361784,8,2024-05-04 00:01:38,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82400421890861,-122.36884660915128,8,2024-05-04 00:01:39,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.823745635994044,-122.36882602623672,8,2024-05-04 00:01:40,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82348247269008,-122.3688159848741,8,2024-05-04 00:01:41,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.823214728996746,-122.36881648506352,8,2024-05-04 00:01:42,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82294240491402,-122.36882752680488,8,2024-05-04 00:01:43,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82266550044191,-122.36884911009822,8,2024-05-04 00:01:44,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82238401558042,-122.36888123494357,8,2024-05-04 00:01:45,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.822097950329535,-122.36892390134086,8,2024-05-04 00:01:46,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82180730468928,-122.36897710929016,8,2024-05-04 00:01:47,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82151207865963,-122.36904085879144,8,2024-05-04 00:01:48,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.8212122722406,-122.3691151498447,8,2024-05-04 00:01:49,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82090788543219,-122.36919998244994,8,2024-05-04 00:01:50,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82059891823439,-122.36929535660717,8,2024-05-04 00:01:51,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.82028537064721,-122.36940127231635,8,2024-05-04 00:01:52,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81996724267064,-122.36951772957754,8,2024-05-04 00:01:53,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81964453430469,-122.3696447283907,8,2024-05-04 00:01:54,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81931724554936,-122.36978226875584,8,2024-05-04 00:01:55,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81898537640464,-122.36993035067296,8,2024-05-04 00:01:56,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81864892687054,-122.37008897414206,8,2024-05-04 00:01:57,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81830789694705,-122.37025813916316,8,2024-05-04 00:01:58,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81796228663418,-122.37043784573622,8,2024-05-04 00:01:59,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81761209593192,-122.37062809386126,8,2024-05-04 00:02:00,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.817257324840284,-122.37082888353831,8,2024-05-04 00:02:01,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81689797335926,-122.3710402147673,8,2024-05-04 00:02:02,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81653404148885,-122.3712620875483,8,2024-05-04 00:02:03,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81616552922906,-122.37149450188127,8,2024-05-04 00:02:04,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81579243657988,-122.37173745776623,8,2024-05-04 00:02:05,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81541476354133,-122.37199095520316,8,2024-05-04 00:02:06,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81503251011338,-122.37225499419206,8,2024-05-04 00:02:07,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81464567629605,-122.37252957473295,8,2024-05-04 00:02:08,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81425426208934,-122.37281469682584,8,2024-05-04 00:02:09,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81385826749324,-122.3731103604707,8,2024-05-04 00:02:10,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81345769250777,-122.37341656566754,8,2024-05-04 00:02:11,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.8130525371329,-122.37373331241635,8,2024-05-04 00:02:12,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81264280136865,-122.37406060071714,8,2024-05-04 00:02:13,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.812228485215016,-122.37439843056993,8,2024-05-04 00:02:14,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.811809588672006,-122.3747468019747,8,2024-05-04 00:02:15,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81138611173961,-122.37510571493144,8,2024-05-04 00:02:16,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81095805441782,-122.37547516944018,8,2024-05-04 00:02:17,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.81052541670665,-122.37585516550088,8,2024-05-04 00:02:18,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.810088198606095,-122.37624570311357,8,2024-05-04 00:02:19,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80964640011616,-122.37664678227823,8,2024-05-04 00:02:20,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80920002123684,-122.37705840299489,8,2024-05-04 00:02:21,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80874906196813,-122.37748056526351,8,2024-05-04 00:02:22,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.808293522310045,-122.37791326908412,8,2024-05-04 00:02:23,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80783340226257,-122.3783565144567,8,2024-05-04 00:02:24,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.807368701825716,-122.37881030138128,8,2024-05-04 00:02:25,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80689942099947,-122.37927462985783,8,2024-05-04 00:02:26,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80642555978385,-122.37974949988637,8,2024-05-04 00:02:27,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.805947118178835,-122.3802349114669,8,2024-05-04 00:02:28,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80546409618444,-122.38073086459937,8,2024-05-04 00:02:29,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.804976493800666,-122.38123735928387,8,2024-05-04 00:02:30,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.8044843110275,-122.38175439552032,8,2024-05-04 00:02:31,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.803987547864956,-122.38228197330878,8,2024-05-04 00:02:32,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80348620431302,-122.38282009264918,8,2024-05-04 00:02:33,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.802980280371706,-122.38336875354159,8,2024-05-04 00:02:34,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80246977604101,-122.38392795598595,8,2024-05-04 00:02:35,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80195469132092,-122.38449769998233,8,2024-05-04 00:02:36,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.80143502621146,-122.38507798553067,8,2024-05-04 00:02:37,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.800910780712606,-122.385668812631,8,2024-05-04 00:02:38,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.800381954824374,-122.3862701812833,8,2024-05-04 00:02:39,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.799848548546755,-122.3868820914876,8,2024-05-04 00:02:40,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79931056187975,-122.38750454324386,8,2024-05-04 00:02:41,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79876799482336,-122.38813753655211,8,2024-05-04 00:02:42,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.798220847377586,-122.38878107141235,8,2024-05-04 00:02:43,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.797669119542434,-122.38943514782456,8,2024-05-04 00:02:44,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.797112811317895,-122.39009976578875,8,2024-05-04 00:02:45,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79655192270397,-122.39077492530491,8,2024-05-04 00:02:46,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.795986453700664,-122.39146062637307,8,2024-05-04 00:02:47,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79541640430797,-122.39215686899321,8,2024-05-04 00:02:48,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79484177452589,-122.39286365316532,8,2024-05-04 00:02:49,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79426256435443,-122.39358097888942,8,2024-05-04 00:02:50,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79367877379359,-122.39430884616549,8,2024-05-04 00:02:51,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79309040284337,-122.39504725499357,8,2024-05-04 00:02:52,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79249745150375,-122.39579620537361,8,2024-05-04 00:02:53,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79189991977475,-122.39655569730562,8,2024-05-04 00:02:54,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79129780765637,-122.39732573078963,8,2024-05-04 00:02:55,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.790691115148604,-122.39810630582562,8,2024-05-04 00:02:56,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.79007984225146,-122.39889742241358,8,2024-05-04 00:02:57,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78946398896492,-122.39969908055353,8,2024-05-04 00:02:58,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.788843555289006,-122.40051128024545,8,2024-05-04 00:02:59,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.788218541223706,-122.40133402148936,8,2024-05-04 00:03:00,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78758894676902,-122.40216730428526,8,2024-05-04 00:03:01,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78695477192495,-122.40301112863312,8,2024-05-04 00:03:02,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.7863160166915,-122.40386549453298,8,2024-05-04 00:03:03,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78567268106866,-122.40473040198482,8,2024-05-04 00:03:04,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78502476505644,-122.40560585098862,8,2024-05-04 00:03:05,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.784372268654835,-122.40649184154442,8,2024-05-04 00:03:06,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.783715191863834,-122.40738837365218,8,2024-05-04 00:03:07,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78305353468347,-122.40829544731193,8,2024-05-04 00:03:08,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78238729711371,-122.40921306252368,8,2024-05-04 00:03:09,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78171647915456,-122.4101412192874,8,2024-05-04 00:03:10,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78104108080604,-122.41107991760309,8,2024-05-04 00:03:11,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.78036110206813,-122.41202915747077,8,2024-05-04 00:03:12,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.779676542940834,-122.41298893889045,8,2024-05-04 00:03:13,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.77898740342415,-122.41395926186208,8,2024-05-04 00:03:14,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.77829368351809,-122.4149401263857,8,2024-05-04 00:03:15,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.777595383222646,-122.4159315324613,8,2024-05-04 00:03:16,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.77689250253782,-122.4169334800889,8,2024-05-04 00:03:17,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.7761850414636,-122.41794596926846,8,2024-05-04 00:03:18,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.775473,-122.418969,8,2024-05-04 00:03:19,Mavic Mini,eiue83jecf1d243944915ed78b4cehen8
37.825976,-122.422246,9,2024-05-04 00:00:00,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82618048066968,-122.42116002239842,9,2024-05-04 00:00:01,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82638039504052,-122.42008486346303,9,2024-05-04 00:00:02,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82657574311255,-122.41902052319388,9,2024-05-04 00:00:03,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.826766524885734,-122.41796700159088,9,2024-05-04 00:00:04,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.826952740360085,-122.41692429865407,9,2024-05-04 00:00:05,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.827134389535615,-122.41589241438348,9,2024-05-04 00:00:06,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.827311472412305,-122.41487134877906,9,2024-05-04 00:00:07,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.827483988990174,-122.41386110184088,9,2024-05-04 00:00:08,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82765193926921,-122.41286167356886,9,2024-05-04 00:00:09,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82781532324941,-122.41187306396304,9,2024-05-04 00:00:10,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82797414093078,-122.4108952730234,9,2024-05-04 00:00:11,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82812839231332,-122.40992830074997,9,2024-05-04 00:00:12,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82827807739704,-122.40897214714276,9,2024-05-04 00:00:13,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.828423196181916,-122.40802681220173,9,2024-05-04 00:00:14,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82856374866796,-122.40709229592687,9,2024-05-04 00:00:15,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82869973485518,-122.40616859831823,9,2024-05-04 00:00:16,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82883115474356,-122.40525571937576,9,2024-05-04 00:00:17,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.828958008333124,-122.40435365909953,9,2024-05-04 00:00:18,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82908029562385,-122.40346241748946,9,2024-05-04 00:00:19,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82919801661574,-122.4025819945456,9,2024-05-04 00:00:20,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.8293111713088,-122.40171239026792,9,2024-05-04 00:00:21,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.829419759703036,-122.40085360465645,9,2024-05-04 00:00:22,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
37.82952378179844,-122.40000563771117,9,2024-05-04 00:00:23,Mavic Mini,eiue83jecf1d243944915ed78b4cehen9
